3.265686e+01 6.168863e-02 0.000000e+00 6.168863e-02 0.000000e+00 -3.322050e-06 2.238834e-05 -1.853698e-04 -7.818258e-06 -1.287604e-05 -6.795426e-06 -1.495256e-06 7.321013e-06 1.645805e-05 2.377432e-05 3.507523e-05 3.574979e-05 -1.301524e-06 -3.858245e-06 -4.844202e-05 -1.175971e-04 4.232971e-05 -1.354036e-05 -1.287460e-04 2.853754e-04 4.578358e-06 1.580706e-06 -1.287152e-05 -4.290537e-06 2.440365e-06 4.436857e-07 6.146715e-06 4.037972e-07 -1.528001e-06 -5.812717e-07 -3.867551e-05 1.360375e-05 -1.264015e-06 -1.242939e-06 -1.191890e-05 5.252123e-06 -6.165459e-07 3.592283e-06 -4.057262e-06 3.380294e-05 -3.747777e-08 -4.332455e-07 2.623035e-06 2.176220e-06 3.668831e-07 7.218718e-07 -1.013243e-05 1.762654e-05 -1.962408e-07 -1.377224e-07 -3.176441e-06 2.400889e-06 -1.591525e-08 -6.104795e-07 1.201259e-05 -6.830451e-06 -3.248504e-07 4.913849e-07 
9.797057e+01 1.831280e-01 0.000000e+00 1.831280e-01 0.000000e+00 -2.594179e-05 2.384604e-06 -5.493900e-04 2.786088e-05 -4.010742e-05 -6.152503e-05 -1.113117e-05 4.789870e-05 9.849715e-06 -1.228401e-05 1.089133e-04 2.163525e-04 -1.278770e-05 -2.498483e-05 -1.382588e-04 -3.313147e-04 2.883665e-05 -1.025092e-05 -4.069450e-04 7.897785e-04 5.660815e-06 2.237459e-06 -3.492510e-05 -8.139766e-06 -1.434923e-06 2.880062e-07 1.777656e-05 -5.881828e-06 -3.940683e-06 -4.277382e-07 -1.040060e-04 5.300714e-05 -2.345980e-06 -3.263141e-06 -3.653879e-05 2.372612e-05 -2.089568e-06 4.189869e-06 -1.292213e-05 9.928085e-05 2.265869e-07 -3.836647e-07 1.137261e-05 7.870203e-06 5.025292e-08 1.570881e-06 -3.286276e-05 5.260407e-05 -8.071802e-07 8.432145e-08 -6.410909e-06 9.974590e-06 -6.636946e-07 -1.523332e-06 3.608017e-05 -2.048860e-05 -3.334615e-07 6.515107e-07 
1.632843e+02 3.417555e-01 0.000000e+00 3.417555e-01 0.000000e+00 -4.069133e-05 -2.222625e-05 -1.095181e-03 2.336671e-04 -4.999147e-05 -9.244963e-05 2.622308e-05 1.143090e-04 6.841179e-06 -3.538475e-05 1.849619e-04 6.259595e-04 -1.651190e-05 -3.537127e-05 -2.699726e-04 -6.007468e-04 1.309674e-06 -2.740180e-06 -7.752239e-04 1.391465e-03 3.727443e-06 2.212355e-06 -6.009171e-05 -6.950691e-07 -5.328081e-06 6.831943e-08 3.978175e-05 -1.573360e-05 -4.400457e-06 -3.394811e-07 -1.743190e-04 1.257314e-04 -2.258956e-06 -3.700443e-06 -7.303947e-05 5.932685e-05 -2.221942e-06 2.308665e-06 -2.697238e-05 1.779415e-04 3.276917e-07 -1.702156e-09 2.908056e-05 1.919060e-05 -4.773271e-07 1.589173e-06 -6.624521e-05 9.784450e-05 -9.610328e-07 3.018093e-07 -7.683185e-06 2.385561e-05 -1.113338e-06 -1.486562e-06 6.609384e-05 -3.782949e-05 1.394666e-07 4.267230e-07 
2.285980e+02 4.783391e-01 0.000000e+00 4.783391e-01 0.000000e+00 -2.047507e-05 -1.305223e-05 -1.654984e-03 5.116376e-04 -2.038572e-05 -4.210821e-05 9.708244e-05 1.019484e-04 3.395529e-06 -1.699618e-05 2.375663e-04 1.085730e-03 -6.506894e-06 -1.569004e-05 -4.050433e-04 -8.322781e-04 -2.267323e-06 -5.905589e-07 -1.091209e-03 1.884870e-03 1.417835e-06 1.080646e-06 -7.748615e-05 1.426154e-05 -2.696683e-06 -5.152522e-08 6.247439e-05 -2.876443e-05 -1.728250e-06 -2.190976e-07 -2.249476e-04 2.007749e-04 -8.499353e-07 -1.522395e-06 -1.078084e-04 9.799157e-05 -8.899840e-07 7.345890e-07 -4.416084e-05 2.394915e-04 2.858538e-07 1.223559e-07 5.007918e-05 3.148373e-05 -2.649171e-07 6.279858e-07 -9.727607e-05 1.374090e-04 -3.833462e-07 2.214180e-07 -7.797132e-06 3.684777e-05 -5.520549e-07 -5.181403e-07 9.156295e-05 -5.256626e-05 5.290478e-07 2.397872e-07 
2.939117e+02 5.745541e-01 0.000000e+00 5.745541e-01 0.000000e+00 -3.284257e-06 -2.284176e-06 -2.069975e-03 7.046296e-04 -2.583722e-06 -6.356710e-06 4.460062e-05 1.594290e-04 5.723141e-07 -2.681180e-06 3.043345e-04 1.398762e-03 -9.751783e-07 -2.319427e-06 -5.034302e-04 -9.947387e-04 -3.103580e-07 -8.479935e-08 -1.310483e-03 2.224380e-03 1.577056e-07 1.413919e-07 -8.444464e-05 2.218885e-05 -4.494506e-07 -2.642911e-08 7.053655e-05 -4.316448e-05 -1.379812e-07 4.459626e-08 -2.582763e-04 2.445533e-04 -9.052439e-08 -2.381900e-07 -1.297683e-04 1.286489e-04 -2.254513e-07 2.484232e-07 -6.261170e-05 2.802450e-04 2.395513e-07 3.413844e-08 6.881558e-05 3.737849e-05 -7.474908e-09 3.263272e-08 -1.187819e-04 1.701836e-04 -1.510209e-07 2.919060e-07 -9.064131e-06 4.234305e-05 -3.225940e-09 -1.241488e-07 1.124414e-04 -6.368369e-05 5.797249e-07 1.073007e-07 
3.592254e+02 6.391466e-01 0.000000e+00 6.391466e-01 0.000000e+00 -7.961986e-08 -2.031876e-07 -2.338340e-03 8.179734e-04 3.441890e-09 -3.885316e-07 1.722445e-04 2.799487e-04 -2.937918e-08 -1.708247e-07 3.558085e-04 1.592140e-03 -1.670515e-07 -1.381343e-07 -5.696776e-04 -1.103023e-03 -2.197959e-08 -2.194855e-08 -1.453007e-03 2.447336e-03 -9.537417e-08 -3.279869e-08 -8.806104e-05 2.804132e-05 7.999637e-09 -1.111640e-08 7.262592e-05 -4.990513e-05 1.368363e-07 1.652677e-07 -2.804301e-04 2.673176e-04 4.340955e-08 1.520424e-08 -1.422486e-04 1.500847e-04 -1.631966e-07 -2.985725e-08 -7.729000e-05 3.067667e-04 2.164170e-07 6.510131e-09 8.142303e-05 3.904666e-05 -1.629161e-08 -2.251215e-07 -1.316794e-04 1.953805e-04 -1.035224e-07 5.399339e-07 -1.107634e-05 4.407096e-05 6.578818e-08 -7.934179e-08 1.281936e-04 -7.124959e-05 3.321365e-07 -1.126371e-07 
4.245391e+02 6.830049e-01 0.000000e+00 6.830049e-01 0.000000e+00 1.266198e-07 1.016710e-07 -2.517194e-03 8.891465e-04 1.240746e-07 -5.272635e-09 2.675717e-04 1.182566e-04 -8.030669e-08 2.009103e-08 3.820617e-04 1.707788e-03 -8.801075e-08 -1.750689e-08 -6.126975e-04 -1.175365e-03 3.508762e-08 -4.013768e-08 -1.555528e-03 2.597570e-03 -8.075107e-08 1.922953e-08 -8.941410e-05 3.409774e-05 3.925573e-08 3.430711e-09 7.860194e-05 -5.411408e-05 1.083793e-07 1.829226e-07 -2.997708e-04 2.849780e-04 8.253315e-08 9.534929e-08 -1.508656e-04 1.636143e-04 -1.817553e-07 -2.221760e-07 -8.760605e-05 3.263772e-04 2.739694e-07 1.587687e-08 8.809514e-05 4.097077e-05 -1.315316e-07 -2.766761e-07 -1.400271e-04 2.107120e-04 -7.659924e-09 5.313711e-07 -1.392037e-05 4.545850e-05 -4.671811e-08 -4.354869e-07 1.383694e-04 -7.630438e-05 1.231968e-07 -2.087383e-07 
4.898528e+02 7.134517e-01 0.000000e+00 7.134517e-01 0.000000e+00 1.076754e-07 1.616537e-07 -2.661058e-03 9.477442e-04 6.619655e-08 3.270201e-08 4.833119e-05 5.840408e-05 -5.439108e-08 1.032604e-07 4.188168e-04 1.781980e-03 -3.683019e-08 -4.453538e-09 -6.384173e-04 -1.223433e-03 6.865683e-08 -3.360553e-08 -1.627484e-03 2.701597e-03 3.872700e-09 6.824547e-08 -8.841669e-05 3.339721e-05 2.996549e-09 -9.302678e-09 7.836226e-05 -6.142843e-05 2.402205e-08 1.356106e-07 -3.151948e-04 2.947640e-04 6.984146e-08 1.137261e-07 -1.554319e-04 1.731141e-04 -6.539884e-08 -1.466408e-07 -9.621005e-05 3.408524e-04 2.598704e-07 -7.594665e-08 9.368706e-05 4.081962e-05 -1.269837e-07 3.043040e-08 -1.454999e-04 2.220478e-04 5.449773e-09 4.173479e-07 -1.706469e-05 4.582403e-05 -1.394152e-07 -6.506925e-07 1.463083e-04 -8.042405e-05 9.735895e-08 -4.061498e-07 
5.551665e+02 7.350118e-01 0.000000e+00 7.350118e-01 0.000000e+00 1.490104e-08 8.974874e-08 -2.782100e-03 1.002174e-03 -7.985616e-09 -3.839911e-09 -9.569748e-06 3.078299e-04 -1.788021e-08 5.578655e-08 4.509061e-04 1.846577e-03 2.446180e-09 2.579567e-08 -6.580910e-04 -1.257403e-03 1.830509e-09 -3.479751e-09 -1.670123e-03 2.773955e-03 7.331399e-08 5.648834e-08 -8.869079e-05 3.112358e-05 -1.654685e-08 -1.759072e-08 7.298051e-05 -6.389156e-05 -2.026353e-08 3.865904e-08 -3.234761e-04 2.978895e-04 1.690108e-08 5.363215e-08 -1.568081e-04 1.805545e-04 1.018096e-07 2.323086e-08 -1.028268e-04 3.502437e-04 1.139245e-07 -6.635180e-08 9.810056e-05 3.798049e-05 4.357598e-08 2.524272e-07 -1.479429e-04 2.331402e-04 1.934056e-07 2.067442e-07 -1.916481e-05 4.557186e-05 -3.024225e-07 -4.241996e-07 1.527466e-04 -8.377002e-05 4.903235e-08 -6.945642e-07 
6.204803e+02 7.505073e-01 0.000000e+00 7.505073e-01 0.000000e+00 -1.959543e-08 2.890288e-08 -2.866902e-03 1.040056e-03 -2.514875e-08 -1.024936e-08 2.018720e-04 3.833894e-04 -9.231365e-09 -1.832240e-08 4.579917e-04 1.892782e-03 2.347240e-08 2.221845e-08 -6.745752e-04 -1.282821e-03 -3.537209e-08 1.657537e-08 -1.699736e-03 2.826194e-03 5.756706e-08 -2.442602e-09 -8.980182e-05 3.404372e-05 -1.922334e-08 -1.152905e-08 7.422573e-05 -6.196347e-05 9.091583e-09 -3.080258e-08 -3.285570e-04 3.021091e-04 1.748362e-08 1.845210e-08 -1.586468e-04 1.855559e-04 1.471127e-07 1.359495e-08 -1.065973e-04 3.566702e-04 -2.611108e-08 -5.143545e-09 9.978977e-05 3.678718e-05 1.629128e-07 2.134618e-07 -1.492297e-04 2.402652e-04 3.523772e-07 1.046754e-07 -2.010117e-05 4.581226e-05 -4.040764e-07 -5.651338e-08 1.569135e-04 -8.613539e-05 4.025865e-08 -7.419757e-07 
